"","country","continent","year","lifeExp","pop","gdpPercap","popInMillions"
"1321","Senegal","Africa",1952,37.3,2755589,1450.356983,2.755589
"1171","Pakistan","Asia",1982,56.2,91462088,1443.429832,91.462088
"913","Madagascar","Africa",1952,36.7,4762912,1443.011715,4.762912
"1328","Senegal","Africa",1987,55.8,7171347,1441.72072,7.171347
"132","Benin","Africa",2007,56.7,8078314,1441.284873,8.078314
"1305","Sao Tome and Principe","Africa",1992,62.7,125911,1428.777814,0.125911
"1001","Mongolia","Asia",1972,53.8,1320500,1421.741975,1.3205
"968","Mauritania","Africa",1987,56.1,1841240,1421.603576,1.84124
"964","Mauritania","Africa",1967,46.3,1230542,1421.145193,1.230542
"457","Egypt","Africa",1952,41.9,22223309,1418.822445,22.223309
"1687","Zambia","Africa",1982,51.8,6100407,1408.678565,6.100407
"315","Comoros","Africa",1962,44.5,191689,1406.648278,0.191689
"231","Cameroon","Africa",1962,42.6,5793633,1399.607441,5.793633
"433","Dominican Republic","Americas",1952,45.9,2491346,1397.717137,2.491346
"1562","Tunisia","Africa",1957,47.1,3950849,1395.232468,3.950849
"1330","Senegal","Africa",1997,60.2,9535314,1392.368347,9.535314
"108","Bangladesh","Asia",2007,64.1,150448339,1391.253792,150.448339
"267","Chad","Africa",1962,41.7,3150417,1389.817618,3.150417
"361","Cote d'Ivoire","Africa",1952,40.5,2977019,1388.594732,2.977019
"1654","Vietnam","Asia",1997,70.7,76048996,1385.896769,76.048996
"1136","Nigeria","Africa",1987,46.9,81551520,1385.029563,81.55152
"1300","Sao Tome and Principe","Africa",1967,54.4,70787,1384.840593,0.070787
"714","Indonesia","Asia",1977,52.7,136725000,1382.702056,136.725
"296","China","Asia",1987,67.3,1084035000,1378.904018,1084.035
"131","Benin","Africa",2002,54.4,7026113,1372.877931,7.026113
"1395","Somalia","Africa",1962,37,3080153,1369.488336,3.080153
"1329","Senegal","Africa",1992,58.2,8307920,1367.899369,8.30792
"824","Kenya","Africa",1987,59.3,21198082,1361.936856,21.198082
"969","Mauritania","Africa",1992,58.3,2119465,1361.369784,2.119465
"826","Kenya","Africa",1997,54.4,28263827,1360.485021,28.263827
"146","Bosnia and Herzegovina","Europe",1957,58.5,3076000,1353.989176,3.076
"1349","Sierra Leone","Africa",1972,35.4,2879013,1353.759762,2.879013
"1307","Sao Tome and Principe","Africa",2002,64.3,170372,1353.09239,0.170372
"1434","Sri Lanka","Asia",1977,65.9,14116836,1348.775651,14.116836
"1350","Sierra Leone","Africa",1977,36.8,3140897,1348.285159,3.140897
"823","Kenya","Africa",1982,58.8,17661452,1348.225791,17.661452
"1543","Togo","Africa",1982,55.5,2644765,1344.577953,2.644765
"825","Kenya","Africa",1992,59.3,25020539,1341.921721,25.020539
"646","Haiti","Americas",1997,56.7,6913545,1341.726931,6.913545
"1306","Sao Tome and Principe","Africa",1997,63.3,145608,1339.076036,0.145608
"588","Ghana","Africa",2007,60,22873338,1327.60891,22.873338
"320","Comoros","Africa",1987,54.9,395114,1315.980812,0.395114
"230","Cameroon","Africa",1957,40.4,5359923,1313.048099,5.359923
"1682","Zambia","Africa",1957,44.1,3016000,1311.956766,3.016
"266","Chad","Africa",1957,39.9,2894855,1308.495577,2.894855
"919","Madagascar","Africa",1982,49,9171477,1302.878658,9.171477
"1528","Thailand","Asia",1967,58.3,34024249,1295.46066,34.024249
"1352","Sierra Leone","Africa",1987,40,3868905,1294.447788,3.868905
"827","Kenya","Africa",2002,51,31386842,1287.514732,31.386842
"1396","Somalia","Africa",1967,39,3428839,1284.73318,3.428839
"127","Benin","Africa",1982,50.9,3641603,1277.897616,3.641603
"887","Lesotho","Africa",2002,44.6,2046772,1275.184575,2.046772
"1213","Philippines","Asia",1952,47.8,22438691,1272.880995,22.438691
"1692","Zambia","Africa",2007,42.4,11746035,1271.211593,11.746035
"647","Haiti","Americas",2002,58.1,7607651,1270.364932,7.607651
"822","Kenya","Africa",1977,56.2,14500404,1267.613204,14.500404
"319","Comoros","Africa",1982,52.9,348643,1267.100083,0.348643
"1673","Yemen, Rep.","Asia",1972,39.8,7407075,1265.047031,7.407075
"1394","Somalia","Africa",1957,35,2780415,1258.147413,2.780415
"1397","Somalia","Africa",1972,41,3840161,1254.576127,3.840161
"321","Comoros","Africa",1992,57.9,454429,1246.90737,0.454429
"1454","Swaziland","Africa",1957,43.4,326741,1244.708364,0.326741
"130","Benin","Africa",1997,54.8,6066080,1232.975292,6.06608
"1000","Mongolia","Asia",1967,51.3,1149500,1226.04113,1.1495
"128","Benin","Africa",1987,52.3,4243788,1225.85601,4.243788
"821","Kenya","Africa",1972,53.6,12044785,1222.359968,12.044785
"204","Burkina Faso","Africa",2007,52.3,14326203,1217.032994,14.326203
"160","Botswana","Africa",1967,53.3,553541,1214.709294,0.553541
"1433","Sri Lanka","Asia",1972,65,13016733,1213.39553,13.016733
"1688","Zambia","Africa",1987,50.8,7272406,1213.315116,7.272406
"314","Comoros","Africa",1957,42.5,170928,1211.148548,0.170928
"1689","Zambia","Africa",1992,46.1,8381163,1210.884633,8.381163
"1501","Taiwan","Asia",1952,58.5,8550362,1206.947913,8.550362
"1348","Sierra Leone","Africa",1967,34.1,2662190,1206.043465,2.66219
"1544","Togo","Africa",1987,56.9,3154264,1202.201361,3.154264
"648","Haiti","Americas",2007,60.9,8502814,1201.637154,8.502814
"268","Chad","Africa",1967,43.6,3495967,1196.810565,3.495967
"255","Central African Republic","Africa",1962,39.5,1523478,1193.068753,1.523478
"129","Benin","Africa",1992,53.9,4981671,1191.207681,4.981671
"254","Central African Republic","Africa",1957,37.5,1392284,1190.844328,1.392284
"579","Ghana","Africa",1962,46.5,7355248,1190.041118,7.355248
"886","Lesotho","Africa",1997,55.6,1982823,1186.147994,1.982823
"265","Chad","Africa",1952,38.1,2682462,1178.665927,2.682462
"581","Ghana","Africa",1972,49.9,9354120,1178.223708,9.35412
"1399","Somalia","Africa",1982,43,5828892,1176.807031,5.828892
"1170","Pakistan","Asia",1977,54,78152686,1175.921193,78.152686
"322","Comoros","Africa",1997,60.7,527982,1173.618235,0.527982
"229","Cameroon","Africa",1952,38.5,5009067,1172.667655,5.009067
"318","Comoros","Africa",1977,50.9,304739,1172.603047,0.304739
"705","India","Asia",1992,60.2,872000000,1164.406809,872
"275","Chad","Africa",2002,50.5,8835739,1156.18186,8.835739
"920","Madagascar","Africa",1987,49.4,10568642,1155.441948,10.568642
"1131","Nigeria","Africa",1962,39.4,41871351,1150.927478,41.871351
"1453","Swaziland","Africa",1952,41.4,290243,1148.376626,0.290243
"1681","Zambia","Africa",1952,42,2672000,1147.388831,2.672
"107","Bangladesh","Asia",2002,62,135656790,1136.39043,135.65679
"256","Central African Republic","Africa",1967,41.5,1733638,1136.056615,1.733638
"1393","Somalia","Africa",1952,33,2526994,1135.749842,2.526994
"1432","Sri Lanka","Asia",1967,64.3,11737396,1135.514326,11.737396
"270","Chad","Africa",1977,47.4,4388260,1133.98495,4.38826
"489","Equatorial Guinea","Africa",1992,47.5,387838,1132.055034,0.387838
"580","Ghana","Africa",1967,48.1,8490213,1125.69716,8.490213
"1347","Sierra Leone","Africa",1962,32.8,2467895,1116.639877,2.467895
"587","Ghana","Africa",2002,58.5,20550751,1111.984578,20.550751
"713","Indonesia","Asia",1972,49.2,121282000,1111.107907,121.282
"258","Central African Republic","Africa",1977,46.8,2167533,1109.374338,2.167533
"1524","Tanzania","Africa",2007,52.5,38139640,1107.482182,38.13964
"269","Chad","Africa",1972,45.6,3899068,1104.103987,3.899068
"313","Comoros","Africa",1952,40.7,153936,1102.990936,0.153936
"1130","Nigeria","Africa",1957,37.8,37173340,1100.592563,37.17334
"1400","Somalia","Africa",1987,44.5,6921858,1093.244963,6.921858
"1080","Nepal","Asia",2007,63.8,28901790,1091.359778,28.90179
"829","Korea, Dem. Rep.","Asia",1952,50.1,8865488,1088.277758,8.865488
"125","Benin","Africa",1972,47,2761407,1085.796879,2.761407
"1429","Sri Lanka","Asia",1952,57.6,7982342,1083.53203,7.982342
"1129","Nigeria","Africa",1952,36.3,33119096,1077.281856,33.119096
"323","Comoros","Africa",2002,63,614382,1075.811558,0.614382
"1431","Sri Lanka","Asia",1962,62.2,10421936,1074.47196,10.421936
"1430","Sri Lanka","Asia",1957,61.5,9128546,1072.546602,9.128546
"1691","Zambia","Africa",2002,39.2,10595811,1071.613938,10.595811
"1299","Sao Tome and Principe","Africa",1962,51.9,65345,1071.551119,0.065345
"1690","Zambia","Africa",1997,40.2,9417789,1071.353818,9.417789
"253","Central African Republic","Africa",1952,35.5,1291695,1071.310713,1.291695
"257","Central African Republic","Africa",1972,43.5,1927260,1070.013275,1.92726
"1353","Sierra Leone","Africa",1992,38.3,4260884,1068.696278,4.260884
"1539","Togo","Africa",1962,43.9,1528098,1067.53481,1.528098
"121","Benin","Africa",1952,38.2,1738315,1062.7522,1.738315
"273","Chad","Africa",1992,51.7,6429417,1058.0643,6.429417
"1079","Nepal","Asia",2002,61.3,25873917,1057.206311,25.873917
"820","Kenya","Africa",1967,50.7,10191512,1056.736457,10.191512
"1596","Uganda","Africa",2007,51.5,29170398,1056.380121,29.170398
"999","Mongolia","Asia",1962,48.3,1010280,1056.353958,1.01028
"963","Mauritania","Africa",1962,44.2,1146757,1055.896036,1.146757
"1120","Niger","Africa",1967,40.1,4534062,1054.384891,4.534062
"1169","Pakistan","Asia",1972,51.9,69325921,1049.938981,69.325921
"924","Madagascar","Africa",2007,59.4,19167654,1044.770126,19.167654
"578","Ghana","Africa",1957,44.8,6391288,1043.561537,6.391288
"960","Mali","Africa",2007,54.5,12031795,1042.581557,12.031795
"921","Madagascar","Africa",1992,52.2,12210395,1040.67619,12.210395
"203","Burkina Faso","Africa",2002,50.6,12251209,1037.645221,12.251209
"124","Benin","Africa",1967,44.9,2427334,1035.831411,2.427334
"1545","Togo","Africa",1992,58.1,3747553,1034.298904,3.747553
"841","Korea, Rep.","Asia",1952,47.5,20947571,1030.592226,20.947571
"126","Benin","Africa",1977,49.2,3168267,1029.161251,3.168267
"1132","Nigeria","Africa",1967,41,47287752,1014.514104,47.287752
"1078","Nepal","Asia",1997,59.4,23001113,1010.892138,23.001113
"586","Ghana","Africa",1997,58.6,18418288,1005.245812,18.418288
"274","Chad","Africa",1997,51.6,7562011,1004.961353,7.562011
"1346","Sierra Leone","Africa",1957,31.6,2295678,1004.484437,2.295678
"1527","Thailand","Asia",1962,56.1,29263397,1002.199172,29.263397
"1119","Niger","Africa",1962,39.5,4076008,997.7661127,4.076008
"582","Ghana","Africa",1977,51.8,10538093,993.2239571,10.538093
"1653","Vietnam","Asia",1992,67.7,69940728,989.0231487,69.940728
"922","Madagascar","Africa",1997,55,14165114,986.2958956,14.165114
"324","Comoros","Africa",2007,65.2,710960,986.1478792,0.71096
"159","Botswana","Africa",1962,51.5,512764,983.6539764,0.512764
"1546","Togo","Africa",1997,58.4,4320890,982.2869243,4.32089
"7","Afghanistan","Asia",1982,39.9,12881816,978.0114388,12.881816
"885","Lesotho","Africa",1992,59.7,1803195,977.4862725,1.803195
"704","India","Asia",1987,58.6,788000000,976.5126756,788
"12","Afghanistan","Asia",2007,43.8,31889923,974.5803384,31.889923
"145","Bosnia and Herzegovina","Europe",1952,53.8,2791000,973.5331948,2.791
"106","Bangladesh","Asia",1997,59.4,123315288,972.7700352,123.315288
"488","Equatorial Guinea","Africa",1987,45.7,341244,966.8968149,0.341244
"1518","Tanzania","Africa",1977,49.9,17129565,962.4922932,17.129565
"295","China","Asia",1982,65.5,1000281000,962.4213805,1000.281
"122","Benin","Africa",1957,40.4,1925173,959.6010805,1.925173
"486","Equatorial Guinea","Africa",1977,42,192675,958.5668124,0.192675
"259","Central African Republic","Africa",1982,48.3,2476971,956.7529907,2.476971
"1121","Niger","Africa",1972,40.5,5060262,954.2092363,5.060262
"272","Chad","Africa",1987,51.1,5498955,952.386129,5.498955
"959","Mali","Africa",2002,51.8,10580176,951.4097518,10.580176
"1589","Uganda","Africa",1972,51,10190285,950.735869,10.190285
"123","Benin","Africa",1962,42.6,2151895,949.4990641,2.151895
"202","Burkina Faso","Africa",1997,50.3,10352843,946.2949618,10.352843
"623","Guinea","Africa",2002,53.7,8807818,945.5835837,8.807818
"818","Kenya","Africa",1957,44.7,7454779,944.4383152,7.454779
"1056","Myanmar","Asia",2007,62.1,47761980,944,47.76198
"624","Guinea","Africa",2007,56,9947814,942.6542111,9.947814
"1168","Pakistan","Asia",1967,49.8,60641899,942.4082588,60.641899
"201","Burkina Faso","Africa",1992,50.3,8878303,931.7527731,8.878303
"1402","Somalia","Africa",1997,43.8,6633514,930.5964284,6.633514
"487","Equatorial Guinea","Africa",1982,43.7,285483,927.8253427,0.285483
"1595","Uganda","Africa",2002,47.8,24739869,927.7210018,24.739869
"1401","Somalia","Africa",1992,39.7,6099799,926.9602964,6.099799
"1404","Somalia","Africa",2007,48.2,9118773,926.1410683,9.118773
"1538","Togo","Africa",1957,41.2,1357445,925.9083202,1.357445
"585","Ghana","Africa",1992,57.5,16278738,925.060154,16.278738
"158","Botswana","Africa",1957,49.6,474639,918.2325349,0.474639
"1517","Tanzania","Africa",1972,47.6,14706593,915.9850592,14.706593
"484","Equatorial Guinea","Africa",1967,39,259864,915.5960025,0.259864
"502","Eritrea","Africa",1997,53.4,4058319,913.47079,4.058319
"998","Mongolia","Asia",1957,45.2,882134,912.6626085,0.882134
"200","Burkina Faso","Africa",1987,49.6,7586551,912.0631417,7.586551
"577","Ghana","Africa",1952,43.1,5581001,911.2989371,5.581001
"1123","Niger","Africa",1982,42.6,6437188,909.7221354,6.437188
"1588","Uganda","Africa",1967,48.1,8900294,908.9185217,8.900294
"326","Congo, Dem. Rep.","Africa",1957,40.7,15577932,905.8602303,15.577932
"329","Congo, Dem. Rep.","Africa",1972,46,23007669,904.8960685,23.007669
"1523","Tanzania","Africa",2002,49.7,34593779,899.0742111,34.593779
"1077","Nepal","Asia",1992,55.7,20326209,897.7403604,20.326209
"819","Kenya","Africa",1962,47.9,8678557,896.9663732,8.678557
"327","Congo, Dem. Rep.","Africa",1962,42.1,17486434,896.3146335,17.486434
"227","Cambodia","Asia",2002,56.8,12926707,896.2260153,12.926707
"923","Madagascar","Africa",2002,57.3,16473477,894.6370822,16.473477
"1547","Togo","Africa",2002,57.6,4977378,886.2205765,4.977378
"558","Gambia","Africa",1977,41.8,608274,884.7552507,0.608274
"1548","Togo","Africa",2007,58.4,5701579,882.9699438,5.701579
"1403","Somalia","Africa",2002,45.9,7753310,882.0818218,7.75331
"1291","Rwanda","Africa",1982,46.2,5507565,881.5706467,5.507565
"1345","Sierra Leone","Africa",1952,30.3,2143249,879.7877358,2.143249
"1297","Sao Tome and Principe","Africa",1952,46.5,60011,879.5835855,0.060011
"583","Ghana","Africa",1982,53.7,11400338,876.032569,11.400338
"618","Guinea","Africa",1977,40.8,4227026,874.6858643,4.227026
"1519","Tanzania","Africa",1982,50.6,19844382,874.2426069,19.844382
"622","Guinea","Africa",1997,51.5,8048834,869.4497668,8.048834
"1296","Rwanda","Africa",2007,46.2,8860588,863.0884639,8.860588
"1356","Sierra Leone","Africa",2007,42.6,6144562,862.5407561,6.144562
"1672","Yemen, Rep.","Asia",1967,37,6740785,862.4421463,6.740785
"328","Congo, Dem. Rep.","Africa",1967,44.1,19941073,861.5932424,19.941073
"1298","Sao Tome and Principe","Africa",1957,48.9,61325,860.7369026,0.061325
"1537","Togo","Africa",1952,38.6,1219113,859.8086567,1.219113
"710","Indonesia","Asia",1957,39.9,90124000,858.9002707,90.124
"619","Guinea","Africa",1982,42.9,4710497,857.2503577,4.710497
"703","India","Asia",1982,56.6,708000000,855.7235377,708
"197","Burkina Faso","Africa",1972,43.6,5433886,854.7359763,5.433886
"817","Kenya","Africa",1952,42.3,6464046,853.540919,6.464046
"3","Afghanistan","Asia",1962,32,10267083,853.10071,10.267083
"8","Afghanistan","Asia",1987,40.8,13867957,852.3959448,13.867957
"157","Botswana","Africa",1952,47.6,442308,851.2411407,0.442308
"711","Indonesia","Asia",1962,42.5,99028000,849.2897701,99.028
"1516","Tanzania","Africa",1967,45.8,12607312,848.2186575,12.607312
"1292","Rwanda","Africa",1987,44,6349365,847.991217,6.349365
"584","Ghana","Africa",1987,55.7,14168101,847.0061135,14.168101
"962","Mauritania","Africa",1957,42.3,1076852,846.1202613,1.076852
"260","Central African Republic","Africa",1987,50.5,2840009,844.8763504,2.840009
"1590","Uganda","Africa",1977,50.4,11457758,843.7331372,11.457758
"631","Guinea-Bissau","Africa",1982,39.3,825987,838.1239671,0.825987
"105","Bangladesh","Asia",1992,56,113704579,837.8101643,113.704579
"4","Afghanistan","Asia",1967,34,11537966,836.1971382,11.537966
"559","Gambia","Africa",1982,45.6,715523,835.8096108,0.715523
"1118","Niger","Africa",1957,38.6,3692184,835.5234025,3.692184
"1520","Tanzania","Africa",1987,51.5,23040630,831.8220794,23.04063
"1521","Tanzania","Africa",1992,50.4,26605473,825.682454,26.605473
"1671","Yemen, Rep.","Asia",1962,35.2,6120081,825.6232006,6.120081
"1044","Mozambique","Africa",2007,42.1,19951656,823.6856205,19.951656
"2","Afghanistan","Asia",1957,30.3,9240934,820.8530296,9.240934
"1652","Vietnam","Asia",1987,62.8,62826491,820.7994449,62.826491
"629","Guinea-Bissau","Africa",1972,36.5,625361,820.2245876,0.625361
"1594","Uganda","Africa",1997,44.6,21210254,816.559081,21.210254
"702","India","Asia",1977,54.2,634000000,813.337323,634
"1122","Niger","Africa",1977,41.3,5682086,808.8970728,5.682086
"199","Burkina Faso","Africa",1982,48.1,6634596,807.1985855,6.634596
"620","Guinea","Africa",1987,45.6,5650262,805.5724718,5.650262
"1670","Yemen, Rep.","Asia",1957,34,5498090,804.8304547,5.49809
"1167","Pakistan","Asia",1962,47.7,53100671,803.3427418,53.100671
"893","Liberia","Africa",1972,42.6,1482628,803.0054535,1.482628
"1697","Zimbabwe","Africa",1972,55.6,5861135,799.3621758,5.861135
"271","Chad","Africa",1982,49.5,4875118,797.9081006,4.875118
"883","Lesotho","Africa",1982,55.1,1411807,797.2631074,1.411807
"634","Guinea-Bissau","Africa",1997,44.9,1193708,796.6644681,1.193708
"330","Congo, Dem. Rep.","Africa",1977,47.8,26480870,795.757282,26.48087
"196","Burkina Faso","Africa",1967,40.7,5127935,794.8265597,5.127935
"621","Guinea","Africa",1992,48.6,6990574,794.3484384,6.990574
"1526","Thailand","Asia",1957,53.6,25041917,793.5774148,25.041917
"1702","Zimbabwe","Africa",1997,46.8,11404948,792.4499603,11.404948
"958","Mali","Africa",1997,49.9,9384984,790.2579846,9.384984
"1522","Tanzania","Africa",1997,48.5,30686889,789.1862231,30.686889
"1699","Zimbabwe","Africa",1982,60.4,7636524,788.8550411,7.636524
"997","Mongolia","Asia",1952,42.2,800663,786.5668575,0.800663
"6","Afghanistan","Asia",1977,38.4,14880372,786.11336,14.880372
"1295","Rwanda","Africa",2002,43.4,7852401,785.6537648,7.852401
"1669","Yemen, Rep.","Asia",1952,32.5,4963829,781.7175761,4.963829
"325","Congo, Dem. Rep.","Africa",1952,39.1,14100005,780.5423257,14.100005
"1","Afghanistan","Asia",1952,28.8,8425333,779.4453145,8.425333
"1076","Nepal","Asia",1987,52.5,17917180,775.6324501,17.91718
"1586","Uganda","Africa",1957,42.6,6675501,774.3710692,6.675501
"884","Lesotho","Africa",1987,57.2,1599200,773.9932141,1.5992
"1647","Vietnam","Asia",1962,45.4,33796140,772.0491602,33.79614
"1587","Uganda","Africa",1962,45.3,7688797,767.2717398,7.688797
"503","Eritrea","Africa",2002,55.2,4414865,765.3500015,4.414865
"630","Guinea-Bissau","Africa",1977,37.5,745228,764.7259628,0.745228
"712","Indonesia","Asia",1967,46,109343000,762.4317721,109.343
"1117","Niger","Africa",1952,37.4,3379468,761.879376,3.379468
"936","Malawi","Africa",2007,48.3,13327079,759.3499101,13.327079
"1525","Thailand","Asia",1952,50.8,21289402,757.7974177,21.289402
"557","Gambia","Africa",1972,38.3,517101,756.0868363,0.517101
"564","Gambia","Africa",2007,59.4,1688359,752.7497265,1.688359
"104","Bangladesh","Asia",1987,52.8,103764241,751.9794035,103.764241
"709","Indonesia","Asia",1952,37.5,82052000,749.6816546,82.052
"261","Central African Republic","Africa",1992,49.4,3265124,747.9055252,3.265124
"1166","Pakistan","Asia",1957,45.6,46679944,747.0835292,46.679944
"633","Guinea-Bissau","Africa",1992,43.3,1050938,745.5398706,1.050938
"882","Lesotho","Africa",1977,52.2,1251524,745.3695408,1.251524
"198","Burkina Faso","Africa",1977,46.1,5889574,743.3870368,5.889574
"961","Mauritania","Africa",1952,40.5,1022556,743.1159097,1.022556
"617","Guinea","Africa",1972,38.8,3811387,741.6662307,3.811387
"294","China","Asia",1977,64,943455000,741.2374699,943.455
"262","Central African Republic","Africa",1997,46.1,3696513,740.5063317,3.696513
"5","Afghanistan","Asia",1972,36.1,13079460,739.9811058,13.07946
"957","Mali","Africa",1992,48.4,8416215,739.014375,8.416215
"263","Central African Republic","Africa",2002,43.3,4048013,738.6906068,4.048013
"1293","Rwanda","Africa",1992,23.6,7290203,737.0685949,7.290203
"632","Guinea-Bissau","Africa",1987,41.2,927524,736.4153921,0.927524
"556","Gambia","Africa",1967,35.9,439593,734.7829124,0.439593
"1585","Uganda","Africa",1952,40,5824797,734.753484,5.824797
"226","Cambodia","Asia",1997,56.5,11782962,734.28517,11.782962
"11","Afghanistan","Asia",2002,42.1,25268405,726.7340548,25.268405
"1037","Mozambique","Africa",1972,40.3,9809596,724.9178037,9.809596
"701","India","Asia",1972,50.7,567000000,724.032527,567
"195","Burkina Faso","Africa",1962,37.8,4919632,722.5120206,4.919632
"1515","Tanzania","Africa",1962,44.2,10863958,722.0038073,10.863958
"100","Bangladesh","Asia",1967,43.5,62821884,721.1860862,62.821884
"1075","Nepal","Asia",1982,49.6,15796314,718.3730947,15.796314
"1513","Tanzania","Africa",1952,41.2,8322925,716.6500721,8.322925
"628","Guinea-Bissau","Africa",1967,35.5,601287,715.5806402,0.601287
"892","Liberia","Africa",1967,41.5,1279406,713.6036483,1.279406
"1650","Vietnam","Asia",1977,55.8,50533506,713.5371196,50.533506
"616","Guinea","Africa",1967,37.2,3451418,708.7595409,3.451418
"1651","Vietnam","Asia",1982,58.8,56142181,707.2357863,56.142181
"1700","Zimbabwe","Africa",1987,62.4,9216418,706.1573059,9.216418
"264","Central African Republic","Africa",2007,44.7,4369038,706.016537,4.369038
"700","India","Asia",1967,47.2,506000000,700.7706107,506
"1649","Vietnam","Asia",1972,50.3,44655014,699.5016441,44.655014
"1355","Sierra Leone","Africa",2002,41,5359092,699.489713,5.359092
"1514","Tanzania","Africa",1957,43,9452826,698.5356073,9.452826
"1074","Nepal","Asia",1977,46.7,13933198,694.1124398,13.933198
"1701","Zimbabwe","Africa",1992,60.4,10704340,693.4207856,10.70434
"934","Malawi","Africa",1997,47.5,10419991,692.2758103,10.419991
"516","Ethiopia","Africa",2007,52.9,76511887,690.8055759,76.511887
"954","Mali","Africa",1977,41.7,6491649,686.3952693,6.491649
"615","Guinea","Africa",1962,35.8,3140003,686.3736739,3.140003
"99","Bangladesh","Asia",1962,41.2,56839289,686.3415538,56.839289
"1698","Zimbabwe","Africa",1977,57.7,6642107,685.5876821,6.642107
"1165","Pakistan","Asia",1952,43.4,41346560,684.5971438,41.34656
"97","Bangladesh","Asia",1952,37.5,46886859,684.2441716,46.886859
"956","Mali","Africa",1987,46.4,7634008,684.1715576,7.634008
"224","Cambodia","Asia",1987,53.9,8371791,683.8955732,8.371791
"225","Cambodia","Asia",1992,55.8,10150094,682.3031755,10.150094
"1591","Uganda","Africa",1982,49.8,12939400,682.2662268,12.9394
"103","Bangladesh","Asia",1982,50,93074406,676.9818656,93.074406
"293","China","Asia",1972,63.1,862030000,676.9000921,862.03
"1072","Nepal","Asia",1967,41.5,11261690,676.4422254,11.26169
"1646","Vietnam","Asia",1957,42.9,28998543,676.2854478,28.998543
"1073","Nepal","Asia",1972,44,12412593,674.7881296,12.412593
"331","Congo, Dem. Rep.","Africa",1982,47.8,30646495,673.7478181,30.646495
"332","Congo, Dem. Rep.","Africa",1987,47.4,35481645,672.774812,35.481645
"485","Equatorial Guinea","Africa",1972,40.5,277603,672.4122571,0.277603
"1703","Zimbabwe","Africa",2002,40,11926563,672.0386227,11.926563
"1290","Rwanda","Africa",1977,45,4657072,670.0806011,4.657072
"1124","Niger","Africa",1987,44.6,7332638,668.3000228,7.332638
"561","Gambia","Africa",1992,52.6,1025384,665.6244126,1.025384
"935","Malawi","Africa",2002,45,11824495,665.4231186,11.824495
"930","Malawi","Africa",1977,43.8,5637246,663.2236766,5.637246
"98","Bangladesh","Asia",1957,39.3,51365468,661.6374577,51.365468
"563","Gambia","Africa",2002,58,1457766,660.5855997,1.457766
"102","Bangladesh","Asia",1977,46.9,80428306,659.8772322,80.428306
"699","India","Asia",1962,43.6,454000000,658.3471509,454
"562","Gambia","Africa",1997,55.9,1235767,653.7301704,1.235767
"1071","Nepal","Asia",1962,39.4,10332057,652.3968593,10.332057
"9","Afghanistan","Asia",1992,41.7,16317921,649.3413952,16.317921
"1593","Uganda","Africa",1992,48.8,18252190,644.1707969,18.25219
"504","Eritrea","Africa",2007,58,4906585,641.3695236,4.906585
"894","Liberia","Africa",1977,43.8,1703617,640.3224383,1.703617
"1648","Vietnam","Asia",1967,47.8,39463910,637.1232887,39.46391
"897","Liberia","Africa",1992,40.8,1912974,636.6229191,1.912974
"932","Malawi","Africa",1987,47.5,7824747,635.5173634,7.824747
"10","Afghanistan","Asia",1997,41.8,22227415,635.341351,22.227415
"891","Liberia","Africa",1962,40.5,1112796,634.1951625,1.112796
"1043","Mozambique","Africa",2002,44,18473780,633.6179466,18.47378
"931","Malawi","Africa",1982,45.6,6502825,632.8039209,6.502825
"213","Burundi","Africa",1992,44.7,5809236,631.6998778,5.809236
"101","Bangladesh","Asia",1972,45.3,70759295,630.2336265,70.759295
"223","Cambodia","Asia",1982,51,7272485,624.4754784,7.272485
"212","Burundi","Africa",1987,48.2,5126023,621.8188189,5.126023
"890","Liberia","Africa",1957,39.5,975950,620.9699901,0.97595
"1128","Niger","Africa",2007,56.9,12894865,619.6768924,12.894865
"955","Mali","Africa",1982,43.9,6998256,618.0140641,6.998256
"1592","Uganda","Africa",1987,51.5,15283050,617.7244065,15.28305
"194","Burkina Faso","Africa",1957,34.9,4713416,617.1834648,4.713416
"292","China","Asia",1967,58.4,754550000,612.7056934,754.55
"560","Gambia","Africa",1987,49.3,848406,611.6588611,0.848406
"1055","Myanmar","Asia",2002,59.9,45598081,611,45.598081
"898","Liberia","Africa",1997,42.2,2200725,609.1739508,2.200725
"1645","Vietnam","Asia",1952,40.4,26246839,605.0664917,26.246839
"1127","Niger","Africa",2002,54.5,11140655,601.0745012,11.140655
"555","Gambia","Africa",1962,33.9,374020,599.650276,0.37402
"1070","Nepal","Asia",1957,37.7,9682338,597.9363558,9.682338
"1287","Rwanda","Africa",1962,43,3051242,597.4730727,3.051242
"1289","Rwanda","Africa",1972,44.6,3992121,590.5806638,3.992121
"698","India","Asia",1957,40.2,409000000,590.061996,409
"1294","Rwanda","Africa",1997,36.1,7212583,589.9445051,7.212583
"929","Malawi","Africa",1972,41.8,4730997,584.6219709,4.730997
"501","Eritrea","Africa",1992,50,3668440,582.8585102,3.66844
"483","Equatorial Guinea","Africa",1962,37.5,249220,582.8419714,0.24922
"953","Mali","Africa",1972,40,5828158,581.3688761,5.828158
"1125","Niger","Africa",1992,47.4,8392818,581.182725,8.392818
"1126","Niger","Africa",1997,51.3,9666252,580.3052092,9.666252
"636","Guinea-Bissau","Africa",2007,46.4,1472041,579.231743,1.472041
